C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_227.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_227.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_227.jpg, 0, 0, 0, 8.001518E-05
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_328.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_328.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_328.jpg, 0, 0, 0, 7.903915E-05
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_430.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_430.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_430.jpg, 0, 0, 0, 7.864787E-05
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_533.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_533.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_533.jpg, 0, 0, 0, 8.076443E-05
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_633.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_633.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_633.jpg, 0, 0, 0, 7.90382E-05
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_737.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_737.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_737.jpg, 0, 0.1012587, 0, 0.004844112
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_836.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_836.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_836.jpg, 0, 0.4016026, 0, 0.3881004
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_42_939.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_42_939.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_42_939.jpg, 0, 0.6978099, 0, 1.002215
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_43_041.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_43_041.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_43_041.jpg, -0.2853042, 0.9967667, 0, 2.017578
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_43_142.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_43_142.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_43_142.jpg, -0.5340861, 1, 0, 3.145091
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_43_242.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_43_242.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_43_242.jpg, -0.2369946, 1, 0, 4.319788
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_43_342.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_43_342.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_43_342.jpg, 0, 1, 0, 5.479315
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_43_444.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_43_444.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_43_444.jpg, 0, 1, 0, 6.630316
C:\Users\Winky\Desktop\New folder\IMG\center_2023_06_23_10_45_43_545.jpg, C:\Users\Winky\Desktop\New folder\IMG\left_2023_06_23_10_45_43_545.jpg, C:\Users\Winky\Desktop\New folder\IMG\right_2023_06_23_10_45_43_545.jpg, 0, 1, 0, 7.770555
